FILENAME,MINIMUM,MAXIMUM,AVERAGE,U-VALUE 1,U-VALUE 2,U-VALUE 3,U-VALUE 4
0174_MWIR.jpg,4.117794,10.329327,8.019292225901376,0.7751377219180581,1.063451119458361,0.31466586392507234,0.30780054779879923
0175_MWIR.jpg,4.13987,10.428104,8.261846644085407,0.8136799231439752,1.117851711764637,0.33150853430909444,0.3239725653901821
0176_MWIR.jpg,5.106049,10.171658,8.30286018893715,0.8201633750039906,1.126872021354823,0.33424429753119567,0.32663005250600124
0177_MWIR.jpg,6.065495,9.740387,8.270396993652442,0.8149757297929157,1.1194388094458734,0.3318951098509831,0.324401188192505
0178_MWIR.jpg,4.29554,10.359531,8.249662456808371,0.8117526445830171,1.1151663991095158,0.3306925416440927,0.32318109665202
0179_MWIR.jpg,4.209538,10.803181,8.290894543428049,0.8183385582158768,1.1245940034280089,0.33366868629291735,0.32600762966576036
0180_MWIR.jpg,4.992886,10.453297,8.293417907310637,0.8187309776267787,1.1251134124134465,0.33381419689572667,0.32615504078394414
0181_MWIR.jpg,4.190716,10.572163,8.317314574371927,0.8225338555881218,1.130501945166538,0.3354913949266687,0.327760199429297
0182_MWIR.jpg,4.191219,10.436527,8.064329246412663,0.7823199352537167,1.0736886917504758,0.31787911595482377,0.310862364616818
0183_MWIR.jpg,4.085545,10.861584,8.129647657958664,0.7927074767203978,1.0883802798881768,0.3224402324904474,0.31523404769135877
0184_MWIR.jpg,4.085163,10.608974,8.104028471444314,0.7886242360482406,1.0825702980909568,0.3206213723442506,0.3134989394017896
0185_MWIR.jpg,4.317833,10.477993,8.177183478691347,0.8002019648649406,1.098730763093677,0.32554601147573964,0.31827006618324566
0186_MWIR.jpg,4.569778,10.501637,8.13942888731868,0.7942215839350478,1.0903620616756202,0.3229863071227419,0.3157950129102766
0187_MWIR.jpg,4.34174,10.850239,8.187887457408156,0.8019670511037542,1.10147059219384,0.3265022700283531,0.3191296557976634
0188_MWIR.jpg,4.236088,10.653942,8.123952024338468,0.7918157869505003,1.0871776751877646,0.3220931904837691,0.3148889763092226
0189_MWIR.jpg,4.254044,11.038738,8.111679259760304,0.7898826164948771,1.084513936666085,0.32129647199002104,0.31410840508400256
0190_MWIR.jpg,4.230114,10.686657,8.076131103025547,0.7842330030790723,1.0765375866858513,0.3188263642021724,0.31173765880363785
0191_MWIR.jpg,4.133194,10.77103,8.13070682764871,0.7929288428443515,1.088903289085496,0.32269484258600806,0.31543050190515803
0192_MWIR.jpg,4.238071,10.5005,8.062971272125525,0.7821512031414439,1.0736368191004857,0.31794495126193684,0.31088298024484734
0193_MWIR.jpg,5.065357,10.96899,8.449464609960147,0.8436002451164148,1.1604944254908154,0.3448886757490478,0.336721367937274
0194_MWIR.jpg,4.093616,10.714741,8.322717518390812,0.8234683018773644,1.1321168796027412,0.33612053409039944,0.3282951908149436
0195_MWIR.jpg,4.72496,10.355442,7.86251311027263,0.7503119241404566,1.0287556072933435,0.30407610951185565,0.29755422361772504
0196_MWIR.jpg,4.170139,10.669407,8.245025230300449,0.8110838941142875,1.114486124133673,0.3305965151504145,0.3230267482657132
0197_MWIR.jpg,4.95966,10.791569,8.311998007938296,0.821720179792383,1.129473691554524,0.3352252228794061,0.32747620227439705
0198_MWIR.jpg,4.401634,10.712315,8.204460172267396,0.8046284527470008,1.1053374549089001,0.32774793640735417,0.3203003601647248
0199_MWIR.jpg,4.192581,10.6712,8.17149062786193,0.7994096176133638,1.0980507458836621,0.3255268716462793,0.3181495561521171
0200_MWIR.jpg,4.188217,10.705555,8.165146995607545,0.7983926917465194,1.0965821847870432,0.32505804756886625,0.31770763832938853
0201_MWIR.jpg,4.100246,10.797276,8.14847875467026,0.7957518510882355,1.0928859873413121,0.3239275295922901,0.31661514134320334
0202_MWIR.jpg,4.125347,10.859913,8.257434141979827,0.8130772485038457,1.1173848841523593,0.33153142970434535,0.32390489411545914
0203_MWIR.jpg,4.149303,10.901981,8.346218049706753,0.8272026330149993,1.1373874923910101,0.3377521296815488,0.32986172036056743
0204_MWIR.jpg,4.419926,10.787495,8.369259880422748,0.8308454194331354,1.1424570742069509,0.3392903503788773,0.3313556547507589
0205_MWIR.jpg,4.375736,10.668133,8.46519370375477,0.8460834084215936,1.1639379736369146,0.34592847185851544,0.3377346661796245
0206_MWIR.jpg,4.105011,10.627506,8.165586641050057,0.7984346330443627,1.0965319133394336,0.3249945818931995,0.3176720708592044
0207_MWIR.jpg,4.251804,10.687672,8.15155818096783,0.7961946531998203,1.093326092811629,0.32398233909822777,0.3167098497918747
0208_MWIR.jpg,4.279579,10.520077,8.154980063917705,0.7967216836741049,1.0940042127071605,0.3241634630476249,0.3168989263942215
0209_MWIR.jpg,4.197422,10.617893,8.25093257327167,0.8119573271978233,1.1154657758858557,0.3307896505274378,0.32327168402641937
0210_MWIR.jpg,4.212658,10.553997,8.25248639278216,0.8122267272229127,1.115934249898409,0.3309733033732246,0.323427582399073
0211_MWIR.jpg,4.087036,10.669155,8.188320003377436,0.8020671728788907,1.1017370682190115,0.32663999485734196,0.31923353873047267
0212_MWIR.jpg,4.64542,10.43626,8.20138813789271,0.8040805048439247,1.1043320649901027,0.32733571031618747,0.31995907044698846
0213_MWIR.jpg,4.208042,10.471478,8.169061071746176,0.7989302923213193,1.0970131219558779,0.325048655540243,0.31777547866453676
0214_MWIR.jpg,4.130337,10.515621,8.038802861980841,0.7782561054465745,1.0679240958986511,0.3160821173239277,0.3091439788206015
0215_MWIR.jpg,4.233356,10.456745,8.0709835428616,0.783348194685297,1.0750263119799197,0.31824358572082884,0.31123881540980225
0216_MWIR.jpg,4.064686,10.492588,8.043641923931231,0.7790223000977431,1.0689932974582423,0.31640744753604594,0.30945873239148153
0217_MWIR.jpg,4.110744,10.497311,8.185864733060413,0.801602964955181,1.100793261032438,0.3262219171462171,0.31889953390340703
0218_MWIR.jpg,4.178577,10.405857,8.223769179582577,0.8076592156499177,1.1094718704274498,0.32896602014992815,0.32150425148509715
0219_MWIR.jpg,4.259884,10.618275,8.221488910115701,0.8072794871222483,1.1088654642847493,0.3287469604291874,0.32130953706778853
0220_MWIR.jpg,4.508121,10.443516,8.23129815347157,0.8088496467845379,1.1111272484137495,0.3294672975344378,0.3219908364541189
0221_MWIR.jpg,4.248425,10.744251,8.344013300407115,0.8268067361289233,1.1366526325960384,0.33744814245082233,0.32961143483413374
0222_MWIR.jpg,5.087376,10.699131,8.43040375275671,0.8405264263217761,1.155983070198685,0.3434171621423459,0.3353496481643173
0223_MWIR.jpg,4.179806,11.008839,8.440065016759402,0.8420735256809413,1.158214299413118,0.34412896239522134,0.3360223509820906
0224_MWIR.jpg,5.023411,10.677303,8.41791375341286,0.838548764924822,1.1532206547463122,0.34257489950000786,0.3345346663639502
0225_MWIR.jpg,4.031181,10.772686,8.22152652991961,0.8073106882375038,1.1090108728846892,0.328836878878644,0.32137315123650734
0226_MWIR.jpg,4.216633,10.480289,8.237700918663975,0.8098781364634856,1.1126232220249805,0.329950034203968,0.3224443465499839
0227_MWIR.jpg,4.118046,10.485348,8.242339041240204,0.8106206952986158,1.1136929485825593,0.3302906587453973,0.3227663530561578
0228_MWIR.jpg,4.179691,10.523746,8.247872542000216,0.8114863092797545,1.1148606398830112,0.3306284058631028,0.3231030305400013
0229_MWIR.jpg,4.960159,10.559086,8.324555538042121,0.8237007730266462,1.1322139838701937,0.3360500979414633,0.3282819155716687
0230_MWIR.jpg,4.073383,11.565357,8.490893139338656,0.8502002796776799,1.1698761399393942,0.3478220874990954,0.339522485633834
